PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-038,Story,"As a compliance coordinator, I want to view the current approval status and decision history, so that I can track governance progress and outcomes","Context: governance workflow participants need visibility into approval progress and results. Business problem: without a consolidated view, coordinators cannot follow up or confirm outcome state efficiently. User role / actor: compliance coordinator. Expected behavior: coordinator can view the latest status and prior review history of a PLS review item. Business value: improves workflow transparency and operational follow-up. In scope: status view, decision history, summary of review progression. Out of scope: regulator export and linkage to downstream contract execution.","[ReqID: R20] Given a review item exists, when the coordinator opens its details, then the platform displays the current approval status and prior review history. | [ReqID: R20] Given no final decision has been recorded yet, when the coordinator views the item, then the platform still shows the submitted and review-progress states without error.",R20,Compliance;Audit;Usability;Security,2,P1,Compliance Lead,Sprint 1,Planned,PBI-020;PBI-035;PBI-037,DoR: Ready. PO Approval: Approved for Sprint 1 decomposition of PBI-020.
PBI-039,Task,"Do define member organization schema, uniqueness rules, and membership status model","Action to be performed: define the member organization data model, required fields, uniqueness rules, and active or inactive lifecycle states. Why it is needed: downstream API, UI, and access-control tasks depend on stable data and state rules. Expected output: reviewed schema, validation rules, and request-response contract. Scope: entity fields, uniqueness rule, state values, API contract. Explicit exclusions: UI build and endpoint implementation.","[ReqID: R03] Given the schema draft is reviewed, when validation rules are checked, then required fields, uniqueness constraints, and status values are explicitly defined. | [ReqID: R03] Given downstream tasks consume the model, when implementation starts, then the request and response contract is stable enough for API and UI work.",R03,Security;Compliance;Maintainability,2,P0,Platform Engineer,Sprint 1,Planned,PBI-031,"Important: Covers PBI-031 AC1 and AC2. Shared prerequisite for PBI-040 and PBI-041. Evidence: schema note, validation matrix, API contract."
PBI-040,Task,Do implement member organization creation API and service validation,"Action to be performed: build the backend endpoint and service logic for member organization creation with required validation and duplicate checks. Why it is needed: the story requires creation of unique active member organizations. Expected output: working create service with persistence and validation behavior. Scope: endpoint, service logic, required-field validation, duplicate prevention, persistence. Explicit exclusions: admin screen implementation.","[ReqID: R03] Given valid organization input is submitted, when the create service executes, then the organization is stored with a unique identifier and active status. | [ReqID: R03] Given missing or duplicate data is submitted, when validation runs, then the service rejects the request with the correct error response.",R03,Security;Compliance;Reliability,3,P0,Backend Engineer,Sprint 1,Planned,PBI-031;PBI-039,"Important: Covers PBI-031 AC1 and AC2. True prerequisite for final verification. Evidence: API tests, negative tests, sample payloads."
PBI-041,Task,Do implement administrator registration UI and error feedback for member onboarding,"Action to be performed: build the admin form and user feedback for member organization registration. Why it is needed: administrators need a usable interface to create organizations and handle invalid input. Expected output: working form with validation messages and success state. Scope: form fields, submit flow, validation feedback, success and error states. Explicit exclusions: backend authorization and audit logging.","[ReqID: R03] Given valid registration data is entered, when the administrator submits the form, then the UI sends the request and displays a success result. | [ReqID: R03] Given invalid or duplicate data is entered, when submission is attempted, then the UI displays meaningful validation or error feedback.",R03,Usability;Security;Maintainability,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-031;PBI-039,"Important: Covers PBI-031 AC1 and AC2. Can run in parallel with PBI-040 after contract is stable. Evidence: screenshots, functional checks."
PBI-042,Task,"Do implement organization-creation authorization, audit logging, and protected data handling","Action to be performed: add authorization checks, audit events, and sensitive-field handling to organization creation. Why it is needed: the workflow is governance-sensitive and must be restricted and traceable. Expected output: admin-only creation path with audit records. Scope: permission checks, create-event logging, protected-field rules. Explicit exclusions: advanced reporting.","[ReqID: R03] Given a non-admin attempts organization creation, when access is evaluated, then the operation is denied. | [ReqID: R03] Given an authorized organization creation succeeds, when the action completes, then an audit record is written with actor and timestamp.",R03,Security;Compliance;Audit,2,P0,Security Engineer,Sprint 1,Planned,PBI-031;PBI-040,"Important: Covers PBI-031 AC1. Supports DoD compliance and traceability. Evidence: access-control test results, log samples."
PBI-043,Task,"Do execute end-to-end validation, regression checks, documentation updates, and demo evidence for member organization registration","Action to be performed: validate the full member-organization registration flow, update documentation, and collect evidence. Why it is needed: the story cannot meet Done without proof, regression safety, and supporting documentation. Expected output: completed test evidence, docs updates, and demo-ready flow. Scope: functional testing, regression checks, docs, demo evidence. Explicit exclusions: new feature development.","[ReqID: R03] Given the implementation tasks are complete, when end-to-end validation is run, then both valid and invalid registration paths pass. | [ReqID: R03] Given the story is prepared for review, when evidence is collected, then test results, screenshots, and updated documentation are linked.",R03,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-031;PBI-040;PBI-041;PBI-042,Important: Covers PBI-031 AC1 and AC2 plus DoD. Evidence task; must exist before PO acceptance.
PBI-044,Task,"Do define role catalog model, constraints, and reference data","Action to be performed: define the platform role model, allowed attributes, and role constraints. Why it is needed: role assignment and access behavior depend on a stable role catalog. Expected output: reviewed role model and validation rules. Scope: role entity, uniqueness, role status, reference data. Explicit exclusions: assignment workflow.","[ReqID: R03] Given the role model is reviewed, when constraints are checked, then allowed role attributes and uniqueness rules are explicitly defined. | [ReqID: R03] Given downstream implementation depends on the model, when build starts, then the role contract is stable enough for API and UI tasks.",R03,Security;Compliance;Maintainability,2,P0,Platform Engineer,Sprint 1,Planned,PBI-032,"Important: Covers PBI-032 AC1 and AC2. Shared prerequisite for PBI-045 and PBI-046. Evidence: role model, validation rules."
PBI-045,Task,Do implement role management API and duplicate or invalid-role validation,"Action to be performed: build the backend role create and update logic with validation. Why it is needed: the role catalog must be maintainable and protected from invalid definitions. Expected output: working role-management service with validation. Scope: create and update service, duplicate prevention, invalid-role checks, persistence. Explicit exclusions: role UI.","[ReqID: R03] Given a valid role definition is submitted, when the service runs, then the role is stored or updated successfully. | [ReqID: R03] Given a duplicate or invalid definition is submitted, when validation runs, then the request is rejected with the correct error.",R03,Security;Compliance;Reliability,3,P0,Backend Engineer,Sprint 1,Planned,PBI-032;PBI-044,"Important: Covers PBI-032 AC1 and AC2. Downstream prerequisite for role assignment story. Evidence: API tests, negative cases."
PBI-046,Task,Do implement administrator role management UI and system feedback,"Action to be performed: build the administrator interface for creating and maintaining roles with clear feedback. Why it is needed: role maintenance must be usable and testable in Sprint 1. Expected output: working role-management screen and feedback behavior. Scope: role form, update screen, validation messages, status display. Explicit exclusions: authorization middleware.","[ReqID: R03] Given valid role data is entered, when the administrator saves it, then the UI shows success and the role is available for later assignment. | [ReqID: R03] Given invalid or duplicate role data is entered, when save is attempted, then the UI shows the appropriate validation or error message.",R03,Usability;Maintainability;Security,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-032;PBI-044,"Important: Covers PBI-032 AC1 and AC2. Can proceed in parallel with PBI-045 after contract is fixed. Evidence: screenshots, UI tests."
PBI-047,Task,"Do implement authorization boundaries, audit logging, and role status checks","Action to be performed: add permission checks, audit events, and active-inactive role handling to role management. Why it is needed: governance requires controlled and traceable role changes. Expected output: protected role-management actions and audit records. Scope: admin-only role maintenance, audit logging, inactive-role rules. Explicit exclusions: analytics.","[ReqID: R03] Given a non-admin attempts to create or update a role, when access is evaluated, then the operation is denied. | [ReqID: R03] Given an authorized role change is made, when the action completes, then an audit event is recorded and role status rules are enforced.",R03,Security;Compliance;Audit,2,P0,Security Engineer,Sprint 1,Planned,PBI-032;PBI-045,"Important: Covers PBI-032 AC1. Supports compliance and later role-assignment integrity. Evidence: access tests, log samples."
PBI-048,Task,"Do execute role-management testing, regression checks, documentation updates, and demo evidence","Action to be performed: validate role management end to end and prepare evidence and documentation. Why it is needed: story Done requires test proof, safe regression posture, and reviewable artifacts. Expected output: completed tests, updated docs, and demo material. Scope: functional tests, regression checks, docs, demo evidence. Explicit exclusions: new feature implementation.","[ReqID: R03] Given implementation tasks are complete, when end-to-end validation is run, then valid and invalid role-management paths pass. | [ReqID: R03] Given the story is reviewed, when evidence is attached, then test results, screenshots, and documentation updates are available.",R03,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-032;PBI-045;PBI-046;PBI-047,Important: Covers PBI-032 AC1 and AC2 plus DoD. Needed before PO acceptance.
PBI-049,Task,Do define user-to-organization and user-to-role assignment rules and preconditions,"Action to be performed: define the assignment model, allowed preconditions, and invalid scenarios for assigning roles to users. Why it is needed: role assignment depends on organization membership, user availability, and valid roles. Expected output: reviewed assignment rules and failure cases. Scope: preconditions, allowed transitions, duplicate rules, invalid scenarios. Explicit exclusions: endpoint implementation.","[ReqID: R03] Given the assignment rules are reviewed, when prerequisites are checked, then valid organization, user, and role preconditions are explicitly defined. | [ReqID: R03] Given invalid scenarios are analyzed, when the rule set is completed, then blocked cases and user feedback requirements are documented.",R03,Security;Compliance;Maintainability,2,P0,Business Analyst,Sprint 1,Planned,PBI-033;PBI-031;PBI-032,Important: Covers PBI-033 AC1 and AC2. Assumption: user identity entity already exists or is mockable for Sprint 1.
PBI-050,Task,"Do implement role assignment service for assign, change, and remove actions","Action to be performed: build backend logic for assigning, changing, and removing roles from member users. Why it is needed: the story requires executable role-to-user binding with rule enforcement. Expected output: working assignment service and validation behavior. Scope: assign, change, remove, membership validation, invalid-role handling. Explicit exclusions: admin screen.","[ReqID: R03] Given a valid user, organization, and role are supplied, when assignment is executed, then the system stores the assignment successfully. | [ReqID: R03] Given the user is invalid, not a member, or the role is invalid, when assignment is attempted, then the request is rejected with the correct error.",R03,Security;Compliance;Reliability;Audit,3,P0,Backend Engineer,Sprint 1,Planned,PBI-033;PBI-049;PBI-040;PBI-045,"Important: Covers PBI-033 AC1 and AC2. Downstream prerequisite for deactivation enforcement. Evidence: API tests, negative path tests."
PBI-051,Task,Do implement administrator role-assignment UI and operational feedback,"Action to be performed: build the administrator interface for assigning, changing, and removing user roles with clear feedback. Why it is needed: administrators need a usable workflow for controlled assignment. Expected output: working role-assignment screen with validation messages. Scope: assign-change-remove UI, feedback, member and role lookup. Explicit exclusions: authorization middleware.","[ReqID: R03] Given valid assignment inputs are entered, when the administrator submits the change, then the UI shows success and updated assignment state. | [ReqID: R03] Given invalid assignment inputs are entered, when submission is attempted, then the UI displays the reason the action is blocked.",R03,Usability;Maintainability;Security,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-033;PBI-049;PBI-050,"Important: Covers PBI-033 AC1 and AC2. Requires stable API contract from PBI-050. Evidence: screenshots, functional test cases."
PBI-052,Task,"Do implement permission checks, audit logging, and invalid-assignment prevention","Action to be performed: add access control, audit trails, and preventive checks for invalid role assignments. Why it is needed: assignment is governance-sensitive and must be restricted and traceable. Expected output: admin-only assignment actions with audit records and blocked invalid operations. Scope: permission checks, audit logs, invalid-assignment prevention. Explicit exclusions: reporting.","[ReqID: R03] Given an unauthorized user attempts to assign a role, when access is evaluated, then the action is denied. | [ReqID: R03] Given an invalid or duplicate assignment is attempted, when the system validates it, then the action is blocked and logged as appropriate.",R03,Security;Compliance;Audit,2,P0,Security Engineer,Sprint 1,Planned,PBI-033;PBI-050,"Important: Covers PBI-033 AC1 and AC2. Supports compliance evidence and regression safety. Evidence: log samples, negative tests."
PBI-053,Task,"Do execute role-assignment testing with seeded data, documentation updates, and demo evidence","Action to be performed: validate role assignment with realistic data and prepare documentation and evidence. Why it is needed: story Done depends on proof across happy and invalid paths. Expected output: seeded test dataset, results, docs, and demo-ready assignment flow. Scope: seeded data, functional tests, regression tests, docs, demo evidence. Explicit exclusions: new feature logic.","[ReqID: R03] Given seeded users, roles, and organizations exist, when role-assignment validation is executed, then valid and invalid scenarios pass as expected. | [ReqID: R03] Given the story is reviewed, when evidence is attached, then test results, screenshots, and updated documentation are available.",R03,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-033;PBI-050;PBI-051;PBI-052,Important: Covers PBI-033 AC1 and AC2 plus DoD. Requires test data setup visible in evidence.
PBI-054,Task,"Do define deactivation rules, protected-function list, and access-denial behavior","Action to be performed: define what deactivation means for member organizations and users, identify protected functions, and specify denial behavior. Why it is needed: access-blocking implementation fails without explicit rules and target surface. Expected output: reviewed deactivation policy and protected-function inventory. Scope: state rules, protected functions, denial messages, lifecycle effects. Explicit exclusions: code integration.","[ReqID: R03] Given deactivation scenarios are reviewed, when the rules are finalized, then the system behavior for active and inactive states is explicitly defined. | [ReqID: R03] Given protected functions are identified, when implementation starts, then the guarded API and UI targets are known.",R03,Security;Compliance;Maintainability,2,P0,Business Analyst,Sprint 1,Planned,PBI-034;PBI-031,Important: Covers PBI-034 AC1 and AC2. Hidden assumption to surface early: protected-function list must be agreed before build.
PBI-055,Task,Do implement member and user deactivation handling in access-control services,"Action to be performed: add deactivation-aware checks to backend access-control services. Why it is needed: inactive members must be prevented from using protected functions. Expected output: service logic that evaluates active or inactive state before allowing access. Scope: deactivation status checks, effective-access evaluation, service hooks. Explicit exclusions: UI guard implementation.","[ReqID: R03] Given a deactivated member or user attempts a protected action, when access is evaluated, then the service denies the action. | [ReqID: R03] Given an active member with valid access attempts a protected action, when access is evaluated, then the service permits the action to continue.",R03,Security;Compliance;Reliability,3,P0,Backend Engineer,Sprint 1,Planned,PBI-034;PBI-054;PBI-050,Important: Covers PBI-034 AC1 and AC2. Depends on assignment service realism from PBI-050.
PBI-056,Task,Do integrate protected endpoints and UI guards with deactivation checks,"Action to be performed: wire deactivation checks into protected endpoints and user-interface guards with clear feedback. Why it is needed: enforcement must exist at actual interaction points, not only in isolated services. Expected output: guarded API routes and UI actions with denial messages. Scope: endpoint protection, UI guards, error feedback. Explicit exclusions: audit analytics.","[ReqID: R03] Given a deactivated member reaches a protected endpoint or action, when the request is made, then the system blocks it and displays the appropriate feedback. | [ReqID: R03] Given an active member uses the same protected function, when access is checked, then the action is allowed.",R03,Security;Reliability;Usability,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-034;PBI-054;PBI-055,Important: Covers PBI-034 AC1 and AC2. Integration work is often underestimated; keep endpoint/UI parity visible.
PBI-057,Task,"Do implement deactivation audit logging, regression safeguards for active members, and configuration controls","Action to be performed: add logging and safeguards around deactivation enforcement and any needed configuration control. Why it is needed: governance enforcement must be traceable and must not break valid active-user flows. Expected output: audit logs, regression coverage, and configuration notes. Scope: denial logs, active-member regression checks, configuration or feature toggle if needed. Explicit exclusions: reporting dashboards.","[ReqID: R03] Given a deactivated-access attempt occurs, when the action is denied, then an audit record is written. | [ReqID: R03] Given active-member scenarios are re-tested, when regression checks run, then valid active-user flows still pass.",R03,Security;Audit;Reliability,2,P0,Security Engineer,Sprint 1,Planned,PBI-034;PBI-055,Important: Covers PBI-034 AC1 and AC2. Evidence should include both deny and allow logs.
PBI-058,Task,"Do execute access-control validation, documentation updates, and demo evidence for deactivated-member blocking","Action to be performed: validate access denial and allow paths, update docs, and collect demo evidence. Why it is needed: the story is not Done without demonstrable behavior and supporting artifacts. Expected output: completed validation and review package. Scope: end-to-end tests, regression checks, docs, demo evidence. Explicit exclusions: new logic development.","[ReqID: R03] Given implementation tasks are complete, when access-control validation is executed, then deactivated members are blocked and active members continue to work. | [ReqID: R03] Given the story is reviewed, when evidence is attached, then test results, screenshots, and log excerpts are available.",R03,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-034;PBI-055;PBI-056;PBI-057,Important: Covers PBI-034 AC1 and AC2 plus DoD. Demo should show both blocked and allowed flows.
PBI-059,Task,"Do define review-request schema, mandatory metadata, and initial workflow status rules","Action to be performed: define the data contract and initial state rules for Shariah review submissions. Why it is needed: submission, checklist, and later decision stories depend on a stable request structure. Expected output: reviewed review-request schema and Submitted-state rule. Scope: fields, required metadata, state rules, request-response contract. Explicit exclusions: UI and service implementation.","[ReqID: R20] Given the request model is reviewed, when the schema is finalized, then mandatory metadata and initial status are explicitly defined. | [ReqID: R20] Given downstream stories consume the request model, when implementation begins, then the contract is stable enough for API and UI work.",R20,Compliance;Audit;Maintainability,2,P0,Compliance Lead,Sprint 1,Planned,PBI-035,"Important: Covers PBI-035 AC1 and AC2. Shared prerequisite for PBI-060, PBI-061, and PBI-064."
PBI-060,Task,Do implement review-request API and service validation for submission,"Action to be performed: build backend submission logic for Shariah review requests with mandatory validation and Submitted-state transition. Why it is needed: the review workflow must start from a controlled service path. Expected output: working submission API and persistence behavior. Scope: endpoint, required-field validation, persistence, Submitted transition. Explicit exclusions: UI form.","[ReqID: R20] Given valid review-request data is submitted, when the service processes it, then the review item is stored with Submitted status. | [ReqID: R20] Given mandatory data is missing, when the service validates the request, then the submission is rejected with the correct error.",R20,Compliance;Security;Reliability,3,P0,Backend Engineer,Sprint 1,Planned,PBI-035;PBI-059,Important: Covers PBI-035 AC1 and AC2. Prerequisite for checklist story. Evidence: API tests and state-transition checks.
PBI-061,Task,Do implement coordinator submission UI and validation feedback for review requests,"Action to be performed: build the coordinator UI for submitting review items with clear field validation and success feedback. Why it is needed: compliance users need a usable workflow to start review. Expected output: working submission form and feedback behavior. Scope: form, validation feedback, success state, reference capture. Explicit exclusions: permission middleware.","[ReqID: R20] Given valid submission data is entered, when the coordinator submits the form, then the UI shows successful creation of the review item. | [ReqID: R20] Given mandatory data is missing, when submission is attempted, then the UI displays validation feedback.",R20,Usability;Compliance;Maintainability,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-035;PBI-059,Important: Covers PBI-035 AC1 and AC2. Can proceed in parallel with PBI-060 after contract is fixed.
PBI-062,Task,"Do implement request access control, audit logging, and reference or attachment handling","Action to be performed: add permission checks, audit logging, and handling for linked references or attachments on review submission. Why it is needed: governance requests are regulated records and must be traceable and access-controlled. Expected output: protected submission path with logs and managed references. Scope: coordinator permissions, create-event logging, reference handling. Explicit exclusions: external storage optimization.","[ReqID: R20] Given an unauthorized user attempts to submit a review request, when access is evaluated, then the request is denied. | [ReqID: R20] Given an authorized request is submitted, when it completes, then an audit record and linked reference metadata are stored.",R20,Compliance;Audit;Security,2,P0,Security Engineer,Sprint 1,Planned,PBI-035;PBI-060,Important: Covers PBI-035 AC1. Supports evidence and regulated-data handling.
PBI-063,Task,"Do execute review-submission validation, documentation updates, and demo evidence","Action to be performed: validate review submission end to end, update supporting docs, and collect evidence. Why it is needed: the story is not Done without proof and review artifacts. Expected output: test results, docs, and demo-ready submission flow. Scope: functional tests, regression checks, docs, screenshots, demo evidence. Explicit exclusions: new business logic.","[ReqID: R20] Given implementation tasks are complete, when end-to-end submission validation is executed, then valid and invalid request paths pass. | [ReqID: R20] Given the story is prepared for review, when evidence is attached, then test results, screenshots, and updated documentation are available.",R20,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-035;PBI-060;PBI-061;PBI-062,Important: Covers PBI-035 AC1 and AC2 plus DoD. Needed before story closure.
PBI-064,Task,"Do define checklist structure, mandatory entries, and completion rules","Action to be performed: define the Shariah review checklist model, required entries, and completion criteria. Why it is needed: checklist persistence, UI, and decisioning depend on stable review evidence rules. Expected output: reviewed checklist schema and completion logic. Scope: checklist items, required entries, completion rules, state implications. Explicit exclusions: final decision rules.","[ReqID: R20] Given the checklist model is reviewed, when completion rules are checked, then mandatory entries and completion criteria are explicitly defined. | [ReqID: R20] Given downstream decision work depends on checklist completion, when the model is finalized, then the completion-state behavior is clear enough to implement.",R20,Compliance;Audit;Maintainability,2,P0,Shariah Compliance Lead,Sprint 1,Planned,PBI-036;PBI-035;PBI-059,Important: Covers PBI-036 AC1 and AC2. Shared prerequisite for PBI-065 and PBI-069.
PBI-065,Task,Do implement reviewer checklist API and persistence of checklist outcomes,"Action to be performed: build backend logic for reviewers to save checklist completion results and comments. Why it is needed: the checklist outcome must be stored and validated before decisioning. Expected output: working checklist service with persistence and validation. Scope: create-update checklist outcome, required-entry validation, persistence. Explicit exclusions: decision outcome service.","[ReqID: R20] Given a submitted review item exists and required checklist entries are complete, when the reviewer saves the checklist, then the outcome and comments are stored. | [ReqID: R20] Given required checklist entries are missing, when the reviewer attempts to save completion, then the system rejects the action with validation errors.",R20,Compliance;Security;Reliability,3,P0,Backend Engineer,Sprint 1,Planned,PBI-036;PBI-064;PBI-060,Important: Covers PBI-036 AC1 and AC2. True prerequisite for decision story execution.
PBI-066,Task,Do implement reviewer checklist UI and incomplete-entry feedback,"Action to be performed: build the reviewer screen for checklist completion with validation feedback. Why it is needed: reviewers need a usable workflow to record checklist outcomes and handle missing entries. Expected output: working checklist screen and feedback behavior. Scope: checklist UI, comment fields, error messages, save flow. Explicit exclusions: final decision form.","[ReqID: R20] Given all required checklist entries are completed, when the reviewer saves the checklist, then the UI shows successful completion. | [ReqID: R20] Given mandatory entries are missing, when save is attempted, then the UI highlights the missing items and blocks completion.",R20,Usability;Compliance;Maintainability,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-036;PBI-064;PBI-065,Important: Covers PBI-036 AC1 and AC2. Depends on stable checklist contract.
PBI-067,Task,"Do implement checklist access control, audit logging, and state-transition guards","Action to be performed: add permissions, audit logging, and valid-state checks to checklist completion. Why it is needed: only the right reviewer in the right workflow state should complete the checklist. Expected output: protected and traceable checklist flow. Scope: reviewer permissions, audit logs, Submitted-to-reviewed guard rules. Explicit exclusions: dashboard reporting.","[ReqID: R20] Given an unauthorized user attempts checklist completion, when access is evaluated, then the action is denied. | [ReqID: R20] Given a review item is in the wrong state, when checklist completion is attempted, then the system blocks the transition and records the result appropriately.",R20,Compliance;Audit;Security,2,P0,Security Engineer,Sprint 1,Planned,PBI-036;PBI-065,Important: Covers PBI-036 AC1 and AC2. Evidence should show both authorization and invalid-state handling.
PBI-068,Task,"Do execute checklist validation, regression checks, documentation updates, and demo evidence","Action to be performed: validate checklist completion end to end, update guidance, and gather review evidence. Why it is needed: the story must prove checklist behavior before decisioning can be trusted. Expected output: validated checklist flow and updated docs. Scope: functional tests, regression tests, docs, screenshots, demo evidence. Explicit exclusions: new feature logic.","[ReqID: R20] Given implementation tasks are complete, when checklist validation runs, then valid and invalid completion paths pass. | [ReqID: R20] Given the story is prepared for acceptance, when evidence is attached, then tests, screenshots, and updated documentation are available.",R20,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-036;PBI-065;PBI-066;PBI-067,Important: Covers PBI-036 AC1 and AC2 plus DoD. Downstream consumer is PBI-037.
PBI-069,Task,"Do define decision states, rationale rules, and conditional-approval constraints","Action to be performed: define the formal governance decision model including approval, rejection, and conditional approval rules. Why it is needed: decision logic is high-risk and must be explicit before service and UI implementation. Expected output: reviewed state-transition matrix and field rules. Scope: decision states, mandatory rationale, conditional fields, invalid transitions. Explicit exclusions: API and UI implementation.","[ReqID: R20] Given decision outcomes are reviewed, when the decision model is finalized, then valid transitions and mandatory fields are explicitly defined. | [ReqID: R20] Given conditional approval is supported, when the rule set is checked, then condition-specific constraints are documented.",R20,Compliance;Audit;Maintainability,2,P0,Shariah Compliance Lead,Sprint 1,Planned,PBI-037;PBI-036;PBI-064,Important: Covers PBI-037 AC1 and AC2. High-risk rules task; decompose early to prevent rework.
PBI-070,Task,"Do implement decision API and service logic for approve, reject, and conditional approve","Action to be performed: build backend decision logic for reviewers to record governance outcomes. Why it is needed: the review workflow must end in a formal, validated decision. Expected output: working decision service with transition validation and persistence. Scope: approve, reject, conditional approve, rationale/condition validation, state updates. Explicit exclusions: decision UI.","[ReqID: R20] Given a completed review checklist exists and a valid decision is submitted, when the service processes it, then the review item transitions to the correct decision state. | [ReqID: R20] Given the decision is invalid or the item is not ready for decision, when processing is attempted, then the service blocks the action and returns the correct error.",R20,Compliance;Security;Reliability;Audit,3,P0,Backend Engineer,Sprint 1,Planned,PBI-037;PBI-069;PBI-065,Important: Covers PBI-037 AC1 and AC2. Downstream prerequisite for status-history story.
PBI-071,Task,Do implement reviewer decision UI and status feedback,"Action to be performed: build the reviewer interface for approval, rejection, and conditional approval with proper feedback. Why it is needed: reviewers need a usable decision workflow that exposes required rationale or conditions. Expected output: working decision form and status feedback. Scope: decision UI, rationale fields, conditional fields, save feedback. Explicit exclusions: analytics.","[ReqID: R20] Given a valid decision and required fields are entered, when the reviewer saves the decision, then the UI shows the updated decision state. | [ReqID: R20] Given required rationale or condition data is missing, when save is attempted, then the UI blocks the action and highlights the issue.",R20,Usability;Compliance;Maintainability,2,P0,Frontend Engineer,Sprint 1,Planned,PBI-037;PBI-069;PBI-070,Important: Covers PBI-037 AC1 and AC2. Requires stable decision contract from PBI-070.
PBI-072,Task,"Do implement decision access control, audit logging, and invalid-state prevention","Action to be performed: add authorization, audit trails, and invalid-state prevention for governance decisions. Why it is needed: decision capture is sensitive and must be traceable and protected. Expected output: protected decision path with audit records and state guards. Scope: reviewer permission checks, decision-event logs, invalid-state blocking. Explicit exclusions: reporting.","[ReqID: R20] Given an unauthorized user attempts to record a decision, when access is evaluated, then the action is denied. | [ReqID: R20] Given a decision is attempted from an invalid workflow state, when the system checks it, then the action is blocked and the event is logged as appropriate.",R20,Compliance;Audit;Security,2,P0,Security Engineer,Sprint 1,Planned,PBI-037;PBI-070,Important: Covers PBI-037 AC1 and AC2. Evidence should include invalid-state protection.
PBI-073,Task,"Do execute decision-flow validation, documentation updates, and demo evidence","Action to be performed: validate approve, reject, and conditional-approve flows end to end and prepare evidence. Why it is needed: the story is not Done until all decision variants are proven and documented. Expected output: completed tests, updated docs, and demo material. Scope: multi-path functional tests, regression checks, docs, screenshots, demo evidence. Explicit exclusions: new feature logic.","[ReqID: R20] Given decision implementation is complete, when end-to-end validation runs, then approve, reject, and conditional-approve flows behave as expected. | [ReqID: R20] Given the story is reviewed, when evidence is attached, then test results, screenshots, and updated documentation are available.",R20,Quality;Maintainability;Audit,2,P0,QA Lead,Sprint 1,Planned,PBI-037;PBI-070;PBI-071;PBI-072,Important: Covers PBI-037 AC1 and AC2 plus DoD. Should include evidence for all three decision outcomes.
PBI-074,Task,Do define status-history query model and review progression data contract,"Action to be performed: define how current status and review history will be queried and presented. Why it is needed: the view story depends on stable read models and history mapping rules. Expected output: reviewed query contract and progression model. Scope: current-status derivation, action history model, response shape. Explicit exclusions: UI rendering.","[ReqID: R20] Given review progression data is analyzed, when the query model is finalized, then the current-status and prior-action structures are explicitly defined. | [ReqID: R20] Given incomplete or intermediate histories exist, when mapping rules are checked, then the response behavior for those states is documented.",R20,Maintainability;Audit;Usability,2,P1,Business Analyst,Sprint 1,Planned,PBI-038;PBI-037;PBI-069,Important: Covers PBI-038 AC1 and AC2. Shared contract for API and UI work.
PBI-075,Task,Do implement status-history API and current-status query service,"Action to be performed: build backend read logic for current approval status and prior review history. Why it is needed: the coordinator needs a reliable source of workflow transparency. Expected output: working query service returning current state and history. Scope: read endpoint, history retrieval, current-status derivation, intermediate-state support. Explicit exclusions: UI layer.","[ReqID: R20] Given a review item exists, when the query service is called, then the current status and prior review actions are returned in the expected structure. | [ReqID: R20] Given no final decision exists yet, when the query runs, then the service still returns the submitted and in-progress states without error.",R20,Reliability;Audit;Maintainability,3,P1,Backend Engineer,Sprint 1,Planned,PBI-038;PBI-074;PBI-070,Important: Covers PBI-038 AC1 and AC2. Depends on real decision data from PBI-070.
PBI-076,Task,Do implement coordinator status-history UI and empty or intermediate-state handling,"Action to be performed: build the coordinator view for current status and decision history, including incomplete-history cases. Why it is needed: transparency requires a usable interface, not only an API. Expected output: working status-history screen with safe handling for empty or intermediate states. Scope: current status display, history timeline or list, no-decision-yet state, decision summary. Explicit exclusions: export feature.","[ReqID: R20] Given a review item with history exists, when the coordinator opens the screen, then the current status and prior actions are displayed clearly. | [ReqID: R20] Given no final decision exists yet, when the coordinator opens the screen, then the UI shows the available progress states without errors.",R20,Usability;Maintainability;Security,2,P1,Frontend Engineer,Sprint 1,Planned,PBI-038;PBI-074;PBI-075,Important: Covers PBI-038 AC1 and AC2. Must explicitly handle empty and intermediate histories.
